fsm0_state,ctrl_ready,fsm1_state,phy_serdesecp5_init_tx_lol,phy_serdesecp5_init_rx_lol,phy_serdesecp5_init_rx_los,phy_tx_cominit_stb,phy_tx_cominit_ack,phy_tx_comwake_stb,phy_tx_comwake_ack,phy_rx_cominit_stb,phy_rx_comwake_stb,phy_rx_idle0,phy_ldr_idle,phy_gap_count,phy_cominit_gaps,phy_comwake_gaps,phy_tx_polarity,phy_rx_polarity,ctrl_rx_idle,ctrl_misalign,phy_rxnotintable0,scope_clk,scope_trig,
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0000000000010110, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0000000000010111, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0000000000010111, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0000000000011000, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0000000000011000, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0000000000011001, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0000000000011001, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0000000000011010, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0000000000011010, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0000000000011011, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0000000000011011, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0000000000011100, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0000000000011100, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0000000000011101, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0000000000011101, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0000000000011110, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0000000000011110, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0000000000011111, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0000000000011111, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0000000000100000, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0000000000100000, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0000000000100001, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0000000000100001, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000000001, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000000001, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000000010, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000000010, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000000011, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000000011, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000000100, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000000100, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000000101, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000000101, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000000110, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000000110, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000000111, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000000111, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001000, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001000, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001001, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001001, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001010, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001010, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001011, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001011, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001100, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001100, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001101, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001101, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001110, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001110, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001111, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001111, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010000, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010000, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010001, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010001, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010010, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010010, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010011, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010011, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010100, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010100, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010101, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010101, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010110, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010110, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010111, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010111, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000011000, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000011000, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000011001, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000011001, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000011010, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000011010, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000011011, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000011011, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000011100, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000011100, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000011101, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000011101, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000011110, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000011110, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000011111, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000011111, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0000000000100000, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0000000000100000, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000100001, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000100001, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0000000000000000, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0000000000000001, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0000000000000001, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0000000000000010, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0000000000000010, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000000011, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000000011, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000000100, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000000100, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000000101, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000000101, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000000110, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000000110, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000000111, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000000111, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001000, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001000, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001001, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001001, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001010, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001010, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001011, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001011, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001100, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001100, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001101, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001101, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001110, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001110, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001111, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000001111, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010000, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010000, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010001, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010001, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010010, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010010, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010011, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010011, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010100, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010100, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010101, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010101, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010110, 011, 000, 1, 0, 1, 0, 00, 1, 1, 
0010, 0, 11, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0000000000010110, 011, 000, 1, 0, 1, 0, 00, 0, 1, 
